,time,cityName,"더불어민주당
이재명","국민의힘
윤석열","정의당
심상정","기본소득당
오준호","국가혁명당
허경영","노동당
이백윤","새누리당
옥은호","신자유민주연합
김경재","우리공화당
조원진","진보당
김재연","통일한국당
이경희","한류연합당
김민찬"
1115,2022-03-10T01:42:30.081755+09:00,,16092229,16485333,790672,17590,273093,8863,4917,8447,26604,35914,11808,16974
1116,2022-03-10T01:45:21.760427+09:00,[서울특별시],2919186,3290098,176812,3751,34814,1485,849,1792,4798,4816,1345,1849
1117,2022-03-10T01:45:21.760427+09:00,[부산광역시],825322,1277829,47229,1064,21741,547,344,539,1927,2778,574,930
1118,2022-03-10T01:45:21.760427+09:00,[대구광역시],344411,1203883,29871,882,13048,322,235,454,2777,931,461,577
1119,2022-03-10T01:45:21.760427+09:00,[인천광역시],917317,875654,51621,1081,16117,487,254,475,1398,1538,520,771
1120,2022-03-10T01:45:21.760427+09:00,[광주광역시],835332,120250,14495,415,5793,220,93,139,113,1392,187,458
1121,2022-03-10T01:45:21.760427+09:00,[대전광역시],436418,463877,25036,566,8184,218,132,240,592,958,247,381
1122,2022-03-10T01:45:21.760427+09:00,[울산광역시],294689,399595,21111,347,9159,295,102,183,727,2164,233,305
1123,2022-03-10T01:45:21.760427+09:00,[세종특별자치시],119368,101506,6961,82,1610,50,19,46,122,161,58,71
1124,2022-03-10T01:45:21.760427+09:00,[경기도],4406782,3992345,204371,4009,62549,1863,1153,2103,6194,8352,1952,3049
1125,2022-03-10T01:45:21.760427+09:00,[강원도],417996,547899,24559,581,11456,325,180,255,842,1257,539,538
1126,2022-03-10T01:45:21.760427+09:00,[충청북도],456210,512179,26455,592,10896,377,206,286,798,1062,686,630
1127,2022-03-10T01:45:21.760427+09:00,[충청남도],586854,675118,31578,714,13997,469,195,323,925,1565,806,834
1128,2022-03-10T01:45:21.760427+09:00,[전라북도],1018128,176281,19146,499,7731,376,139,198,310,870,410,1464
1129,2022-03-10T01:45:21.760427+09:00,[전라남도],1100538,140711,15802,662,7929,461,174,312,304,1921,511,2285
1130,2022-03-10T01:45:21.760427+09:00,[경상북도],413715,1285328,32203,948,17390,540,347,537,2441,1734,1642,1044
1131,2022-03-10T01:45:21.760427+09:00,[경상남도],786179,1247902,50983,1143,27884,710,422,481,2137,3882,1390,1429
1132,2022-03-10T01:45:21.760427+09:00,[제주특별자치도],214793,172405,13161,257,3259,134,62,97,272,560,229,307
1133,2022-03-10T01:45:21.760427+09:00,,16093240,16482859,791394,17592,273556,8877,4909,8460,26676,35941,11790,16922
1134,2022-03-10T01:46:34.274259+09:00,[서울특별시],2917068,3291986,176903,3757,34864,1489,855,1791,4807,4827,1348,1852
1135,2022-03-10T01:46:34.274259+09:00,[부산광역시],825376,1277755,47237,1064,21740,546,344,541,1929,2778,574,931
1136,2022-03-10T01:46:34.274259+09:00,[대구광역시],344070,1204088,29885,880,13091,325,236,457,2797,933,459,577
1137,2022-03-10T01:46:34.274259+09:00,[인천광역시],916732,876438,51653,1072,16087,487,253,472,1388,1529,523,769
1138,2022-03-10T01:46:34.274259+09:00,[광주광역시],835332,120250,14495,415,5793,220,93,139,113,1392,187,458
1139,2022-03-10T01:46:34.274259+09:00,[대전광역시],436418,463877,25036,566,8184,218,132,240,592,958,247,381
1140,2022-03-10T01:46:34.274259+09:00,[울산광역시],294585,399636,21111,347,9194,295,102,183,729,2172,234,307
1141,2022-03-10T01:46:34.274259+09:00,[세종특별자치시],119368,101506,6961,82,1610,50,19,46,122,161,58,71
1142,2022-03-10T01:46:34.274259+09:00,[경기도],4405059,3993753,204476,4019,62544,1863,1161,2104,6212,8352,1953,3044
1143,2022-03-10T01:46:34.274259+09:00,[강원도],417996,547899,24559,581,11456,325,180,255,842,1257,539,538
1144,2022-03-10T01:46:34.274259+09:00,[충청북도],456225,512168,26462,591,10893,380,206,285,800,1059,684,630
1145,2022-03-10T01:46:34.274259+09:00,[충청남도],587145,674679,31649,717,14032,467,195,323,921,1574,801,835
1146,2022-03-10T01:46:34.274259+09:00,[전라북도],1018361,176065,19173,498,7718,375,137,195,307,875,408,1460
1147,2022-03-10T01:46:34.274259+09:00,[전라남도],1100538,140711,15802,662,7929,461,174,312,304,1921,511,2285
1148,2022-03-10T01:46:34.274259+09:00,[경상북도],413689,1285293,32221,948,17396,540,347,537,2439,1736,1642,1044
1149,2022-03-10T01:46:34.274259+09:00,[경상남도],785984,1248101,50983,1144,27874,713,421,481,2143,3884,1388,1426
1150,2022-03-10T01:46:34.274259+09:00,[제주특별자치도],214793,172405,13161,257,3259,134,62,97,272,560,229,307
1151,2022-03-10T01:46:34.274259+09:00,,16088738,16486608,791767,17600,273664,8889,4918,8458,26715,35969,11785,16914
1152,2022-03-10T01:47:47.577063+09:00,[서울특별시],2919344,3289832,176808,3759,34861,1494,858,1794,4804,4834,1355,1859
1153,2022-03-10T01:47:47.577063+09:00,[부산광역시],825683,1277548,47177,1065,21723,546,343,539,1929,2784,574,929
1154,2022-03-10T01:47:47.577063+09:00,[대구광역시],343764,1204402,29867,877,13101,325,235,461,2798,931,462,582
1155,2022-03-10T01:47:47.577063+09:00,[인천광역시],916243,876699,51640,1073,16232,484,258,473,1415,1544,529,782
1156,2022-03-10T01:47:47.577063+09:00,[광주광역시],835332,120250,14495,415,5793,220,93,139,113,1392,187,458
1157,2022-03-10T01:47:47.577063+09:00,[대전광역시],436336,463922,25042,565,8197,217,131,239,590,959,249,380
1158,2022-03-10T01:47:47.577063+09:00,[울산광역시],294299,399853,21131,348,9221,295,102,183,730,2178,234,306
1159,2022-03-10T01:47:47.577063+09:00,[세종특별자치시],119225,101641,6951,82,1611,50,19,46,122,163,60,71
1160,2022-03-10T01:47:47.577063+09:00,[경기도],4404558,3994136,204571,4024,62542,1864,1161,2103,6212,8355,1951,3039
1161,2022-03-10T01:47:47.577063+09:00,[강원도],417815,548007,24587,578,11480,324,179,253,846,1260,538,536
1162,2022-03-10T01:47:47.577063+09:00,[충청북도],455865,512566,26429,595,10892,380,205,286,797,1061,688,629
1163,2022-03-10T01:47:47.577063+09:00,[충청남도],587032,674707,31654,723,14066,467,195,323,920,1574,800,839
1164,2022-03-10T01:47:47.577063+09:00,[전라북도],1018312,176095,19176,498,7730,376,137,195,306,881,409,1460
1165,2022-03-10T01:47:47.577063+09:00,[전라남도],1100538,140711,15802,662,7929,461,174,312,304,1921,511,2285
1166,2022-03-10T01:47:47.577063+09:00,[경상북도],413749,1285106,32293,950,17442,542,348,537,2443,1740,1638,1047
1167,2022-03-10T01:47:47.577063+09:00,[경상남도],786130,1247888,50988,1143,27923,719,420,477,2145,3890,1384,1425
1168,2022-03-10T01:47:47.577063+09:00,[제주특별자치도],214793,172405,13161,257,3259,134,62,97,272,560,229,307
1169,2022-03-10T01:47:47.577063+09:00,,16089020,16485768,791772,17613,273999,8896,4922,8456,26745,36028,11797,16932
1170,2022-03-10T01:49:00.975964+09:00,[서울특별시],2917906,3290913,176916,3763,34881,1492,858,1789,4801,4835,1356,1861
1171,2022-03-10T01:49:00.975964+09:00,[부산광역시],825675,1277529,47182,1064,21731,545,344,540,1933,2782,575,928
1172,2022-03-10T01:49:00.975964+09:00,[대구광역시],343634,1204542,29886,876,13114,324,237,462,2798,929,462,580
1173,2022-03-10T01:49:00.975964+09:00,[인천광역시],915656,877450,51544,1081,16210,481,255,468,1417,1547,526,780
1174,2022-03-10T01:49:00.975964+09:00,[광주광역시],835332,120250,14495,415,5793,220,93,139,113,1392,187,458
1175,2022-03-10T01:49:00.975964+09:00,[대전광역시],436400,463843,25052,565,8195,218,131,239,592,957,248,382
1176,2022-03-10T01:49:00.975964+09:00,[울산광역시],294388,399743,21131,346,9222,297,101,183,731,2189,233,306
1177,2022-03-10T01:49:00.975964+09:00,[세종특별자치시],119165,101693,6963,82,1613,49,19,47,121,165,62,70
1178,2022-03-10T01:49:00.975964+09:00,[경기도],4404899,3993758,204573,4020,62595,1870,1158,2103,6241,8349,1949,3040
1179,2022-03-10T01:49:00.975964+09:00,[강원도],417815,548007,24587,578,11480,324,179,253,846,1260,538,536
1180,2022-03-10T01:49:00.975964+09:00,[충청북도],455783,512647,26421,594,10904,380,205,285,797,1062,689,630
1181,2022-03-10T01:49:00.975964+09:00,[충청남도],586982,674761,31651,723,14063,467,195,323,919,1574,799,839
1182,2022-03-10T01:49:00.975964+09:00,[전라북도],1018776,175718,19134,498,7720,374,136,194,304,882,413,1457
1183,2022-03-10T01:49:00.975964+09:00,[전라남도],1100538,140711,15802,662,7929,461,174,312,304,1921,511,2285
1184,2022-03-10T01:49:00.975964+09:00,[경상북도],413684,1285164,32296,949,17444,541,347,537,2440,1742,1637,1046
1185,2022-03-10T01:49:00.975964+09:00,[경상남도],786099,1247834,51028,1142,27962,717,420,478,2145,3889,1383,1427
1186,2022-03-10T01:49:00.975964+09:00,[제주특별자치도],214554,172611,13160,258,3266,133,62,96,277,568,231,307
1187,2022-03-10T01:49:00.975964+09:00,,16087285,16487173,791822,17616,274121,8893,4916,8448,26778,36042,11799,16931
1188,2022-03-10T01:51:20.796788+09:00,[서울특별시],2916385,3292303,177157,3765,34971,1496,856,1796,4805,4859,1356,1865
1189,2022-03-10T01:51:20.796788+09:00,[부산광역시],825107,1278130,47172,1062,21708,545,344,540,1929,2782,575,926
1190,2022-03-10T01:51:20.796788+09:00,[대구광역시],343157,1204931,29882,876,13133,323,239,459,2802,927,462,584
1191,2022-03-10T01:51:20.796788+09:00,[인천광역시],915197,877893,51593,1086,16192,487,256,465,1416,1570,526,773
1192,2022-03-10T01:51:20.796788+09:00,[광주광역시],835332,120250,14495,415,5793,220,93,139,113,1392,187,458
1193,2022-03-10T01:51:20.796788+09:00,[대전광역시],435319,464891,25049,558,8244,221,129,243,604,967,246,377
1194,2022-03-10T01:51:20.796788+09:00,[울산광역시],294437,399632,21164,348,9214,298,101,182,728,2190,232,305
1195,2022-03-10T01:51:20.796788+09:00,[세종특별자치시],119026,101820,6955,85,1622,49,21,46,123,168,62,72
1196,2022-03-10T01:51:20.796788+09:00,[경기도],4403720,3994458,204655,4015,62673,1865,1160,2110,6274,8331,1955,3048
1197,2022-03-10T01:51:20.796788+09:00,[강원도],417595,548193,24617,574,11489,323,181,252,848,1258,536,536
1198,2022-03-10T01:51:20.796788+09:00,[충청북도],456061,512448,26396,591,10877,377,205,283,800,1058,687,628
1199,2022-03-10T01:51:20.796788+09:00,[충청남도],587281,674406,31657,728,14063,471,197,321,915,1580,800,843
1200,2022-03-10T01:51:20.796788+09:00,[전라북도],1018563,175867,19146,506,7736,377,138,199,307,887,417,1465
1201,2022-03-10T01:51:20.796788+09:00,[전라남도],1100538,140711,15802,662,7929,461,174,312,304,1921,511,2285
1202,2022-03-10T01:51:20.796788+09:00,[경상북도],413437,1285368,32281,946,17484,539,349,538,2446,1741,1640,1049
1203,2022-03-10T01:51:20.796788+09:00,[경상남도],785760,1248078,51139,1139,28036,717,420,482,2149,3911,1379,1424
1204,2022-03-10T01:51:20.796788+09:00,[제주특별자치도],214450,172707,13165,259,3270,133,62,96,277,569,233,305
1205,2022-03-10T01:51:20.796788+09:00,,16081364,16492085,792325,17616,274433,8902,4924,8462,26841,36111,11804,16942
1206,2022-03-10T01:52:34.604832+09:00,[서울특별시],2915662,3292784,177251,3761,35024,1494,857,1795,4810,4867,1360,1862
1207,2022-03-10T01:52:34.604832+09:00,[부산광역시],825107,1278130,47172,1062,21708,545,344,540,1929,2782,575,926
1208,2022-03-10T01:52:34.604832+09:00,[대구광역시],343873,1204111,29946,875,13172,326,241,463,2793,933,458,582
1209,2022-03-10T01:52:34.604832+09:00,[인천광역시],914340,878500,51741,1088,16256,492,252,466,1430,1573,526,782
1210,2022-03-10T01:52:34.604832+09:00,[광주광역시],835332,120250,14495,415,5793,220,93,139,113,1392,187,458
1211,2022-03-10T01:52:34.604832+09:00,[대전광역시],435319,464891,25049,558,8244,221,129,243,604,967,246,377
1212,2022-03-10T01:52:34.604832+09:00,[울산광역시],294359,399707,21159,348,9222,297,102,183,732,2193,232,306
1213,2022-03-10T01:52:34.604832+09:00,[세종특별자치시],119026,101820,6955,85,1622,49,21,46,123,168,62,72
1214,2022-03-10T01:52:34.604832+09:00,[경기도],4408700,3989738,204582,3993,62477,1866,1145,2091,6223,8327,1952,3051
1215,2022-03-10T01:52:34.604832+09:00,[강원도],417627,548139,24628,575,11488,323,182,252,847,1259,535,536
1216,2022-03-10T01:52:34.604832+09:00,[충청북도],456025,512485,26395,591,10879,377,205,283,800,1057,690,628
1217,2022-03-10T01:52:34.604832+09:00,[충청남도],587273,674350,31659,727,14059,471,197,321,914,1579,801,842
1218,2022-03-10T01:52:34.604832+09:00,[전라북도],1018595,175818,19148,505,7742,377,139,199,307,885,418,1465
1219,2022-03-10T01:52:34.604832+09:00,[전라남도],1100538,140711,15802,662,7929,461,174,312,304,1921,511,2285
1220,2022-03-10T01:52:34.604832+09:00,[경상북도],413550,1285249,32297,945,17493,538,350,539,2448,1740,1638,1048
1221,2022-03-10T01:52:34.604832+09:00,[경상남도],785587,1248166,51189,1138,28008,718,422,480,2146,3911,1381,1421
1222,2022-03-10T01:52:34.604832+09:00,[제주특별자치도],214544,172725,13205,254,3244,139,61,99,267,561,222,297
1223,2022-03-10T01:52:34.604832+09:00,,16085458,16487574,792675,17583,274361,8915,4914,8453,26788,36114,11794,16937
1224,2022-03-10T01:53:47.748992+09:00,[서울특별시],2915534,3292714,177361,3767,35096,1493,861,1800,4824,4867,1359,1864
1225,2022-03-10T01:53:47.748992+09:00,[부산광역시],825155,1278068,47186,1063,21708,544,343,539,1929,2784,574,926
1226,2022-03-10T01:53:47.748992+09:00,[대구광역시],343830,1204120,29949,873,13184,326,240,462,2799,931,460,581
1227,2022-03-10T01:53:47.748992+09:00,[인천광역시],913868,878790,51821,1090,16285,490,252,466,1432,1567,526,789
1228,2022-03-10T01:53:47.748992+09:00,[광주광역시],835219,120297,14496,415,5817,222,93,139,113,1391,189,460
1229,2022-03-10T01:53:47.748992+09:00,[대전광역시],435084,465038,25053,556,8279,222,131,243,613,964,245,378
1230,2022-03-10T01:53:47.748992+09:00,[울산광역시],294298,399694,21178,349,9223,295,102,184,728,2184,232,304
1231,2022-03-10T01:53:47.748992+09:00,[세종특별자치시],119026,101820,6955,85,1622,49,21,46,123,168,62,72
1232,2022-03-10T01:53:47.748992+09:00,[경기도],4409056,3989426,204565,3993,62423,1868,1143,2092,6222,8328,1945,3045
1233,2022-03-10T01:53:47.748992+09:00,[강원도],417648,548076,24650,573,11498,322,182,251,846,1258,534,536
1234,2022-03-10T01:53:47.748992+09:00,[충청북도],455999,512523,26384,589,10870,376,205,283,800,1054,693,629
1235,2022-03-10T01:53:47.748992+09:00,[충청남도],587257,674350,31657,726,14071,470,197,321,913,1580,801,843
1236,2022-03-10T01:53:47.748992+09:00,[전라북도],1018582,175818,19157,505,7741,376,138,198,307,886,417,1465
1237,2022-03-10T01:53:47.748992+09:00,[전라남도],1100538,140711,15802,662,7929,461,174,312,304,1921,511,2285
1238,2022-03-10T01:53:47.748992+09:00,[경상북도],413788,1284934,32325,946,17524,537,350,540,2450,1748,1637,1048
1239,2022-03-10T01:53:47.748992+09:00,[경상남도],787324,1246555,51260,1135,27949,720,415,481,2129,3926,1376,1424
1240,2022-03-10T01:53:47.748992+09:00,[제주특별자치도],214502,172770,13204,256,3242,141,63,99,266,560,224,300
1241,2022-03-10T01:53:47.748992+09:00,,16086708,16485703,793003,17583,274462,8911,4911,8457,26798,36119,11787,16949
1242,2022-03-10T01:55:00.109564+09:00,[서울특별시],2915547,3292633,177383,3765,35095,1495,861,1797,4831,4870,1359,1862
1243,2022-03-10T01:55:00.109564+09:00,[부산광역시],825337,1277811,47140,1063,21707,544,344,540,1924,2785,580,928
1244,2022-03-10T01:55:00.109564+09:00,[대구광역시],343830,1204120,29949,873,13184,326,240,462,2799,931,460,581
1245,2022-03-10T01:55:00.109564+09:00,[인천광역시],914591,878350,51713,1087,16214,488,249,460,1434,1575,526,783
1246,2022-03-10T01:55:00.109564+09:00,[광주광역시],835132,120293,14512,416,5812,222,93,139,114,1389,189,459
1247,2022-03-10T01:55:00.109564+09:00,[대전광역시],435056,465043,25077,555,8284,220,130,243,613,964,243,379
1248,2022-03-10T01:55:00.109564+09:00,[울산광역시],294299,399633,21190,350,9242,298,103,185,727,2192,231,305
1249,2022-03-10T01:55:00.109564+09:00,[세종특별자치시],119026,101820,6955,85,1622,49,21,46,123,168,62,72
1250,2022-03-10T01:55:00.109564+09:00,[경기도],4409150,3989255,204601,3986,62392,1868,1142,2092,6222,8368,1942,3044
1251,2022-03-10T01:55:00.109564+09:00,[강원도],417648,548076,24650,573,11498,322,182,251,846,1258,534,536
1252,2022-03-10T01:55:00.109564+09:00,[충청북도],455748,512758,26379,588,10905,374,206,283,797,1060,692,628
1253,2022-03-10T01:55:00.109564+09:00,[충청남도],588730,673058,31625,722,14019,472,197,318,908,1578,798,838
1254,2022-03-10T01:55:00.109564+09:00,[전라북도],1018636,175751,19159,505,7747,376,138,198,306,885,416,1466
1255,2022-03-10T01:55:00.109564+09:00,[전라남도],1100538,140711,15802,662,7929,461,174,312,304,1921,511,2285
1256,2022-03-10T01:55:00.109564+09:00,[경상북도],413869,1284788,32344,944,17540,538,352,540,2449,1748,1640,1049
1257,2022-03-10T01:55:00.109564+09:00,[경상남도],787357,1246587,51264,1135,27911,719,414,480,2124,3924,1378,1423
1258,2022-03-10T01:55:00.109564+09:00,[제주특별자치도],214598,172575,13319,252,3255,139,60,97,259,559,222,296
1259,2022-03-10T01:55:00.109564+09:00,,16089091,16483262,793062,17560,274356,8910,4906,8442,26779,36176,11782,16935
1260,2022-03-10T01:56:20.170410+09:00,[서울특별시],2915243,3292781,177515,3761,35094,1491,861,1798,4837,4863,1359,1860
1261,2022-03-10T01:56:20.170410+09:00,[부산광역시],825337,1277811,47140,1063,21707,544,344,540,1924,2785,580,928
1262,2022-03-10T01:56:20.170410+09:00,[대구광역시],343889,1204046,29971,870,13179,326,240,459,2799,937,457,579
1263,2022-03-10T01:56:20.170410+09:00,[인천광역시],914463,878502,51751,1095,16229,489,249,463,1440,1572,524,782
1264,2022-03-10T01:56:20.170410+09:00,[광주광역시],835132,120293,14512,416,5812,222,93,139,114,1389,189,459
1265,2022-03-10T01:56:20.170410+09:00,[대전광역시],434925,465186,25062,557,8298,219,130,243,613,963,243,379
1266,2022-03-10T01:56:20.170410+09:00,[울산광역시],294163,399716,21173,355,9268,297,104,185,726,2191,231,304
1267,2022-03-10T01:56:20.170410+09:00,[세종특별자치시],119089,101759,6977,84,1612,49,20,50,123,166,62,72
1268,2022-03-10T01:56:20.170410+09:00,[경기도],4409529,3988887,204641,3984,62422,1865,1137,2094,6226,8367,1940,3045
1269,2022-03-10T01:56:20.170410+09:00,[강원도],417633,548107,24659,572,11501,322,182,252,845,1257,533,535
1270,2022-03-10T01:56:20.170410+09:00,[충청북도],455699,512824,26372,589,10902,376,206,284,795,1059,691,629
1271,2022-03-10T01:56:20.170410+09:00,[충청남도],588730,673058,31625,722,14019,472,197,318,908,1578,798,838
1272,2022-03-10T01:56:20.170410+09:00,[전라북도],1018636,175751,19159,505,7747,376,138,198,306,885,416,1466
1273,2022-03-10T01:56:20.170410+09:00,[전라남도],1100538,140711,15802,662,7929,461,174,312,304,1921,511,2285
1274,2022-03-10T01:56:20.170410+09:00,[경상북도],413776,1284890,32335,945,17545,538,352,543,2450,1747,1639,1048
1275,2022-03-10T01:56:20.170410+09:00,[경상남도],786698,1247292,51254,1130,27949,719,414,477,2129,3920,1378,1421
1276,2022-03-10T01:56:20.170410+09:00,[제주특별자치도],214598,172575,13319,252,3255,139,60,97,259,559,222,296
1277,2022-03-10T01:56:20.170410+09:00,,16088077,16484191,793267,17561,274469,8904,4900,8449,26800,36159,11773,16926
1278,2022-03-10T01:57:33.336487+09:00,,16056854,16509870,793316,17622,275661,9004,4941,8454,27055,36430,12159,17234
1279,2022-03-10T01:57:33.336487+09:00,[서울특별시],2916418,3291591,177408,3767,35108,1492,864,1791,4841,4882,1359,1868
1280,2022-03-10T01:57:33.336487+09:00,[부산광역시],825329,1277740,47136,1064,21719,544,345,540,1925,2784,580,929
1281,2022-03-10T01:57:33.336487+09:00,[대구광역시],343889,1204046,29971,870,13179,326,240,459,2799,937,457,579
1282,2022-03-10T01:57:33.336487+09:00,[인천광역시],914145,878573,51840,1107,16298,484,250,464,1437,1560,527,773
1283,2022-03-10T01:57:33.336487+09:00,[광주광역시],835132,120293,14512,416,5812,222,93,139,114,1389,189,459
1284,2022-03-10T01:57:33.336487+09:00,[대전광역시],434428,465677,25048,554,8298,220,129,243,618,961,243,381
1285,2022-03-10T01:57:33.336487+09:00,[울산광역시],294163,399716,21173,355,9268,297,104,185,726,2191,231,304
1286,2022-03-10T01:57:33.336487+09:00,[세종특별자치시],119089,101759,6977,84,1612,49,20,50,123,166,62,72
1287,2022-03-10T01:57:33.336487+09:00,[경기도],4408631,3989545,204779,3996,62438,1871,1137,2092,6234,8371,1943,3039
1288,2022-03-10T01:57:33.336487+09:00,[강원도],417519,548216,24652,571,11505,322,181,253,845,1259,533,535
1289,2022-03-10T01:57:33.336487+09:00,[충청북도],455552,512837,26411,592,10954,383,203,279,792,1065,689,633
1290,2022-03-10T01:57:33.336487+09:00,[충청남도],588744,672748,31714,730,14076,478,200,316,908,1582,798,838
1291,2022-03-10T01:57:33.336487+09:00,[전라북도],1018598,175763,19181,507,7753,376,137,199,307,883,414,1466
1292,2022-03-10T01:57:33.336487+09:00,[전라남도],1100538,140711,15802,662,7929,461,174,312,304,1921,511,2285
1293,2022-03-10T01:57:33.336487+09:00,[경상북도],413975,1284652,32369,943,17554,537,351,543,2447,1743,1639,1048
1294,2022-03-10T01:57:33.336487+09:00,[경상남도],786677,1247273,51304,1128,27947,718,414,479,2125,3913,1375,1420
1295,2022-03-10T01:57:33.336487+09:00,,31929682,32821009,1573591,34968,547111,17782,9783,16796,53602,72037,23709,33862
1296,2022-03-10T01:58:46.653402+09:00,[서울특별시],2917262,3290948,177337,3759,35061,1500,866,1788,4836,4880,1360,1861
1297,2022-03-10T01:58:46.653402+09:00,[부산광역시],825215,1277831,47126,1063,21733,545,346,540,1928,2782,580,929
1298,2022-03-10T01:58:46.653402+09:00,[대구광역시],343813,1204121,29976,871,13170,326,242,458,2801,935,457,578
1299,2022-03-10T01:58:46.653402+09:00,[인천광역시],913588,879117,51883,1104,16308,485,251,464,1439,1555,535,772
1300,2022-03-10T01:58:46.653402+09:00,[광주광역시],835132,120293,14512,416,5812,222,93,139,114,1389,189,459
1301,2022-03-10T01:58:46.653402+09:00,[대전광역시],434569,465545,25048,553,8287,219,131,243,617,959,244,382
1302,2022-03-10T01:58:46.653402+09:00,[울산광역시],294120,399745,21203,357,9263,296,103,185,725,2190,230,304
1303,2022-03-10T01:58:46.653402+09:00,[세종특별자치시],119089,101759,6977,84,1612,49,20,50,123,166,62,72
1304,2022-03-10T01:58:46.653402+09:00,[경기도],4409852,3988553,204701,4004,62426,1873,1135,2092,6229,8370,1944,3036
1305,2022-03-10T01:58:46.653402+09:00,[강원도],417446,548278,24647,575,11499,321,181,252,850,1259,533,534
1306,2022-03-10T01:58:46.653402+09:00,[충청북도],455813,512570,26428,591,10957,383,202,278,790,1063,691,634
1307,2022-03-10T01:58:46.653402+09:00,[충청남도],588744,672748,31714,730,14076,478,200,316,908,1582,798,838
1308,2022-03-10T01:58:46.653402+09:00,[전라북도],1018626,175726,19180,507,7756,376,137,199,307,883,415,1466
1309,2022-03-10T01:58:46.653402+09:00,[전라남도],1100538,140711,15802,662,7929,461,174,312,304,1921,511,2285
1310,2022-03-10T01:58:46.653402+09:00,[경상북도],413888,1284735,32367,944,17560,536,352,544,2447,1745,1641,1048
1311,2022-03-10T01:58:46.653402+09:00,[경상남도],786784,1247017,51386,1126,28001,718,413,483,2124,3915,1379,1419
1312,2022-03-10T01:58:46.653402+09:00,[제주특별자치도],214589,172565,13321,252,3258,139,62,97,259,559,224,296
1313,2022-03-10T01:58:46.653402+09:00,,16089069,16482264,793607,17598,274706,8926,4908,8440,26801,36152,11793,16912
1314,2022-03-10T01:59:59.521319+09:00,[서울특별시],2917086,3291246,177281,3763,35048,1500,864,1789,4843,4882,1359,1861
1315,2022-03-10T01:59:59.521319+09:00,[부산광역시],825490,1277469,47137,1062,21701,543,348,538,1924,2777,578,928
1316,2022-03-10T01:59:59.521319+09:00,[대구광역시],343933,1203647,30005,868,13188,326,245,459,2818,930,457,574
1317,2022-03-10T01:59:59.521319+09:00,[인천광역시],913275,879396,51896,1104,16305,485,251,463,1444,1551,534,772
1318,2022-03-10T01:59:59.521319+09:00,[광주광역시],835132,120293,14512,416,5812,222,93,139,114,1389,189,459
1319,2022-03-10T01:59:59.521319+09:00,[대전광역시],434242,465911,25036,553,8273,219,130,244,618,957,244,381
1320,2022-03-10T01:59:59.521319+09:00,[울산광역시],294120,399745,21203,357,9263,296,103,185,725,2190,230,304
1321,2022-03-10T01:59:59.521319+09:00,[세종특별자치시],118951,101882,6963,85,1619,50,20,50,128,168,63,71
1322,2022-03-10T01:59:59.521319+09:00,[경기도],4409128,3989322,204729,4000,62400,1870,1134,2089,6220,8352,1939,3029
1323,2022-03-10T01:59:59.521319+09:00,[강원도],417248,548442,24669,575,11510,320,181,251,848,1259,532,535
1324,2022-03-10T01:59:59.521319+09:00,[충청북도],455792,512573,26441,591,10961,383,202,278,789,1064,692,636
1325,2022-03-10T01:59:59.521319+09:00,[충청남도],588744,672748,31714,730,14076,478,200,316,908,1582,798,838
1326,2022-03-10T01:59:59.521319+09:00,[전라북도],1018587,175762,19183,507,7757,375,137,199,307,882,415,1467
1327,2022-03-10T01:59:59.521319+09:00,[전라남도],1100538,140711,15802,662,7929,461,174,312,304,1921,511,2285
1328,2022-03-10T01:59:59.521319+09:00,[경상북도],413888,1284735,32367,944,17560,536,352,544,2447,1745,1641,1048
1329,2022-03-10T01:59:59.521319+09:00,[경상남도],786671,1247100,51395,1126,28023,718,413,483,2122,3917,1378,1418
1330,2022-03-10T01:59:59.521319+09:00,[제주특별자치도],214543,172626,13313,253,3264,138,63,97,258,558,224,296
1331,2022-03-10T01:59:59.521319+09:00,,16087369,16483609,793647,17595,274689,8920,4910,8434,26815,36125,11784,16901
1332,2022-03-10T02:01:13.073274+09:00,[서울특별시],2916966,3291026,177267,3757,35108,1504,862,1812,4847,4903,1354,1855
1333,2022-03-10T02:01:13.073274+09:00,[부산광역시],825490,1277469,47137,1062,21701,543,348,538,1924,2777,578,928
1334,2022-03-10T02:01:13.073274+09:00,[대구광역시],343904,1203676,30006,864,13197,328,246,462,2824,930,459,576
1335,2022-03-10T02:01:13.073274+09:00,[인천광역시],913190,879456,51915,1106,16310,486,250,463,1446,1551,535,771
1336,2022-03-10T02:01:13.073274+09:00,[광주광역시],835132,120293,14512,416,5812,222,93,139,114,1389,189,459
1337,2022-03-10T02:01:13.073274+09:00,[대전광역시],434242,465886,25048,555,8259,218,130,244,616,957,243,381
1338,2022-03-10T02:01:13.073274+09:00,[울산광역시],294056,399766,21214,358,9281,298,104,184,724,2190,231,304
1339,2022-03-10T02:01:13.073274+09:00,[세종특별자치시],118682,102132,6976,88,1627,49,20,50,133,169,64,74
1340,2022-03-10T02:01:13.073274+09:00,[경기도],4410779,3988072,204631,3997,62284,1873,1132,2086,6209,8363,1931,3040
1341,2022-03-10T02:01:13.073274+09:00,[강원도],417304,548391,24675,574,11499,320,180,251,846,1259,531,535
1342,2022-03-10T02:01:13.073274+09:00,[충청북도],455736,512612,26453,591,10975,384,202,278,787,1062,691,637
